Character,Count,Unicode,FontSize,FontWebName,Width,Height,ImagePath,ForegroundColor,BackgroundColor,TextAlignment,CalculatedWidth,CalculatedHeight
F,1303,70,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_70.jpg,Black,White,Center,14,24
G,1218,71,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_71.jpg,Black,White,Center,14,24
H,833,72,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_72.jpg,Black,White,Center,14,24
I,3185,73,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_73.jpg,Black,White,Center,9,24
J,770,74,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_74.jpg,Black,White,Center,13,24
K,1176,75,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_75.jpg,Black,White,Center,14,24
L,1083,76,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_76.jpg,Black,White,Center,13,24
M,1905,77,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_77.jpg,Black,White,Center,15,24
N,1343,78,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_78.jpg,Black,White,Center,14,24
O,1109,79,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_79.jpg,Black,White,Center,14,24
P,2482,80,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_80.jpg,Black,White,Center,14,24
Q,159,81,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_81.jpg,Black,White,Center,14,24
R,1409,82,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_82.jpg,Black,White,Center,14,24
S,2518,83,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_83.jpg,Black,White,Center,14,24
T,1759,84,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_84.jpg,Black,White,Center,14,24
U,530,85,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_85.jpg,Black,White,Center,14,24
V,816,86,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_86.jpg,Black,White,Center,14,24
W,504,87,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_87.jpg,Black,White,Center,17,24
X,375,88,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_88.jpg,Black,White,Center,14,24
Y,268,89,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_89.jpg,Black,White,Center,14,24
Z,219,90,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_90.jpg,Black,White,Center,13,24
a,10275,97,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_97.jpg,Black,White,Center,14,24
b,1424,98,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_98.jpg,Black,White,Center,14,24
c,2788,99,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_99.jpg,Black,White,Center,13,24
d,3025,100,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_100.jpg,Black,White,Center,14,24
e,9888,101,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_101.jpg,Black,White,Center,14,24
f,1643,102,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_102.jpg,Black,White,Center,11,24
g,1856,103,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_103.jpg,Black,White,Center,13,24
h,4021,104,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_104.jpg,Black,White,Center,14,24
i,7883,105,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_105.jpg,Black,White,Center,9,24
j,235,106,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_106.jpg,Black,White,Center,10,24
k,1391,107,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_107.jpg,Black,White,Center,13,24
l,4231,108,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_108.jpg,Black,White,Center,9,24
m,2896,109,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_109.jpg,Black,White,Center,18,24
n,7098,110,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_110.jpg,Black,White,Center,14,24
o,6911,111,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_111.jpg,Black,White,Center,14,24
p,2272,112,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_112.jpg,Black,White,Center,14,24
q,125,113,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_113.jpg,Black,White,Center,14,24
r,6198,114,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_114.jpg,Black,White,Center,12,24
s,5445,115,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_115.jpg,Black,White,Center,13,24
t,6303,116,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_116.jpg,Black,White,Center,12,24
u,3006,117,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_117.jpg,Black,White,Center,14,24
v,1107,118,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_118.jpg,Black,White,Center,14,24
w,1366,119,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_119.jpg,Black,White,Center,18,24
x,366,120,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_120.jpg,Black,White,Center,14,24
y,2107,121,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_121.jpg,Black,White,Center,14,24
z,443,122,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_122.jpg,Black,White,Center,14,24
!,2486,33,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_33.jpg,Black,White,Center,9,24
',57258,39,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_39.jpg,Black,White,Center,9,24
(,361670,40,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_40.jpg,Black,White,Center,11,24
),365471,41,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_41.jpg,Black,White,Center,11,24
_,516,95,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_95.jpg,Black,White,Center,13,24
{,16,123,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_123.jpg,Black,White,Center,11,24
},1,125,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_125.jpg,Black,White,Center,11,24
",",0,44,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_44.jpg,Black,White,Center,9,24
-,0,45,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_45.jpg,Black,White,Center,11,24
.,0,46,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_46.jpg,Black,White,Center,8,24
:,0,58,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_58.jpg,Black,White,Center,9,24
;,0,59,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_59.jpg,Black,White,Center,9,24
?,0,63,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_63.jpg,Black,White,Center,12,24
۔,0,1748,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_1748.jpg,Black,White,Center,10,24
؟,0,1567,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_1567.jpg,Black,White,Center,11,24
؛,0,1563,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_1563.jpg,Black,White,Center,9,24
،,0,1548,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_1548.jpg,Black,White,Center,9,24
ـ,0,1600,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_1600.jpg,Black,White,Center,10,24
٠,0,1632,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_1632.jpg,Black,White,Center,16,24
١,0,1633,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_1633.jpg,Black,White,Center,16,24
٢,0,1634,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_1634.jpg,Black,White,Center,16,24
٣,0,1635,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_1635.jpg,Black,White,Center,16,24
٤,0,1636,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_1636.jpg,Black,White,Center,16,24
٥,0,1637,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_1637.jpg,Black,White,Center,16,24
٦,0,1638,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_1638.jpg,Black,White,Center,16,24
٧,0,1639,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_1639.jpg,Black,White,Center,16,24
٨,0,1640,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_1640.jpg,Black,White,Center,16,24
٩,0,1641,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_1641.jpg,Black,White,Center,16,24
۰,0,1776,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_1776.jpg,Black,White,Center,10,24
۱,347,1777,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_1777.jpg,Black,White,Center,9,24
۲,0,1778,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_1778.jpg,Black,White,Center,12,24
۳,0,1779,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_1779.jpg,Black,White,Center,15,24
۴,0,1780,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_1780.jpg,Black,White,Center,14,24
۵,0,1781,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_1781.jpg,Black,White,Center,14,24
۶,0,1782,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_1782.jpg,Black,White,Center,12,24
۷,0,1783,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_1783.jpg,Black,White,Center,13,24
۸,0,1784,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_1784.jpg,Black,White,Center,14,24
۹,0,1785,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_1785.jpg,Black,White,Center,11,24
0,398751,48,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_48.jpg,Black,White,Center,14,24
1,442180,49,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_49.jpg,Black,White,Center,11,24
2,395845,50,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_50.jpg,Black,White,Center,14,24
3,190372,51,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_51.jpg,Black,White,Center,14,24
4,162328,52,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_52.jpg,Black,White,Center,14,24
5,196881,53,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_53.jpg,Black,White,Center,14,24
6,135080,54,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_54.jpg,Black,White,Center,14,24
7,134815,55,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_55.jpg,Black,White,Center,13,24
8,153965,56,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_56.jpg,Black,White,Center,14,24
9,120412,57,12,NafeesWebNaskh,32,32,./CharacterImages/Naskh/Size_12/Batch_0/Character_57.jpg,Black,White,Center,14,24
