Character,Count,Unicode,FontSize,FontWebName,Width,Height,ImagePath,ForegroundColor,BackgroundColor,TextAlignment,CalculatedWidth,CalculatedHeight
K,1176,75,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_75.jpg,Black,White,Center,18,25
L,1083,76,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_76.jpg,Black,White,Center,16,25
M,1905,77,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_77.jpg,Black,White,Center,21,25
N,1343,78,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_78.jpg,Black,White,Center,19,25
O,1109,79,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_79.jpg,Black,White,Center,20,25
P,2482,80,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_80.jpg,Black,White,Center,18,25
Q,159,81,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_81.jpg,Black,White,Center,20,25
R,1409,82,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_82.jpg,Black,White,Center,19,25
S,2518,83,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_83.jpg,Black,White,Center,18,25
T,1759,84,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_84.jpg,Black,White,Center,17,25
U,530,85,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_85.jpg,Black,White,Center,19,25
V,816,86,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_86.jpg,Black,White,Center,18,25
W,504,87,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_87.jpg,Black,White,Center,23,25
X,375,88,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_88.jpg,Black,White,Center,18,25
Y,268,89,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_89.jpg,Black,White,Center,18,25
Z,219,90,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_90.jpg,Black,White,Center,17,25
a,10275,97,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_97.jpg,Black,White,Center,16,25
b,1424,98,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_98.jpg,Black,White,Center,16,25
c,2788,99,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_99.jpg,Black,White,Center,15,25
d,3025,100,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_100.jpg,Black,White,Center,16,25
e,9888,101,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_101.jpg,Black,White,Center,16,25
f,1643,102,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_102.jpg,Black,White,Center,11,25
g,1856,103,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_103.jpg,Black,White,Center,16,25
h,4021,104,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_104.jpg,Black,White,Center,16,25
i,7883,105,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_105.jpg,Black,White,Center,10,25
j,235,106,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_106.jpg,Black,White,Center,10,25
k,1391,107,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_107.jpg,Black,White,Center,15,25
l,4231,108,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_108.jpg,Black,White,Center,10,25
m,2896,109,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_109.jpg,Black,White,Center,21,25
n,7098,110,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_110.jpg,Black,White,Center,16,25
o,6911,111,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_111.jpg,Black,White,Center,16,25
p,2272,112,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_112.jpg,Black,White,Center,16,25
q,125,113,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_113.jpg,Black,White,Center,16,25
r,6198,114,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_114.jpg,Black,White,Center,12,25
s,5445,115,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_115.jpg,Black,White,Center,15,25
t,6303,116,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_116.jpg,Black,White,Center,11,25
u,3006,117,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_117.jpg,Black,White,Center,16,25
v,1107,118,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_118.jpg,Black,White,Center,15,25
w,1366,119,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_119.jpg,Black,White,Center,19,25
x,366,120,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_120.jpg,Black,White,Center,15,25
y,2107,121,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_121.jpg,Black,White,Center,15,25
z,443,122,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_122.jpg,Black,White,Center,15,25
!,2486,33,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_33.jpg,Black,White,Center,10,25
',57258,39,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_39.jpg,Black,White,Center,9,25
(,361670,40,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_40.jpg,Black,White,Center,11,25
),365471,41,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_41.jpg,Black,White,Center,11,25
_,516,95,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_95.jpg,Black,White,Center,16,25
{,16,123,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_123.jpg,Black,White,Center,12,25
},1,125,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_125.jpg,Black,White,Center,12,25
",",0,44,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_44.jpg,Black,White,Center,11,25
-,0,45,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_45.jpg,Black,White,Center,14,25
.,0,46,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_46.jpg,Black,White,Center,12,25
:,0,58,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_58.jpg,Black,White,Center,9,25
;,0,59,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_59.jpg,Black,White,Center,11,25
?,0,63,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_63.jpg,Black,White,Center,16,25
۔,0,1748,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_1748.jpg,Black,White,Center,12,25
؟,0,1567,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_1567.jpg,Black,White,Center,10,25
؛,0,1563,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_1563.jpg,Black,White,Center,9,25
،,0,1548,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_1548.jpg,Black,White,Center,9,25
ـ,0,1600,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_1600.jpg,Black,White,Center,22,25
٠,0,1632,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_1632.jpg,Black,White,Center,13,25
١,0,1633,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_1633.jpg,Black,White,Center,9,25
٢,0,1634,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_1634.jpg,Black,White,Center,10,25
٣,0,1635,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_1635.jpg,Black,White,Center,12,25
٤,0,1636,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_1636.jpg,Black,White,Center,10,25
٥,0,1637,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_1637.jpg,Black,White,Center,11,25
٦,0,1638,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_1638.jpg,Black,White,Center,11,25
٧,0,1639,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_1639.jpg,Black,White,Center,12,25
٨,0,1640,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_1640.jpg,Black,White,Center,12,25
٩,0,1641,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_1641.jpg,Black,White,Center,11,25
۰,0,1776,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_1776.jpg,Black,White,Center,8,25
۱,347,1777,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_1777.jpg,Black,White,Center,8,25
۲,0,1778,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_1778.jpg,Black,White,Center,11,25
۳,0,1779,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_1779.jpg,Black,White,Center,13,25
۴,0,1780,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_1780.jpg,Black,White,Center,13,25
۵,0,1781,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_1781.jpg,Black,White,Center,12,25
۶,0,1782,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_1782.jpg,Black,White,Center,11,25
۷,0,1783,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_1783.jpg,Black,White,Center,13,25
۸,0,1784,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_1784.jpg,Black,White,Center,13,25
۹,0,1785,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_1785.jpg,Black,White,Center,11,25
0,398751,48,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_48.jpg,Black,White,Center,16,25
1,442180,49,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_49.jpg,Black,White,Center,16,25
2,395845,50,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_50.jpg,Black,White,Center,16,25
3,190372,51,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_51.jpg,Black,White,Center,16,25
4,162328,52,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_52.jpg,Black,White,Center,16,25
5,196881,53,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_53.jpg,Black,White,Center,16,25
6,135080,54,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_54.jpg,Black,White,Center,16,25
7,134815,55,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_55.jpg,Black,White,Center,16,25
8,153965,56,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_56.jpg,Black,White,Center,16,25
9,120412,57,12,UrduTehreer,32,32,./CharacterImages/Tehreer/Size_12/Batch_0/Character_57.jpg,Black,White,Center,16,25
